QUADRO	CÓDIGO DO PRODUTO	DESCRIÇÃO DO PRODUTO
10	1001001	ADICIONAIS DE CONDOMINIO (JUROS, MULTA, ETC.)
10	1001101	ADICIONAIS DE IPTU (JUROS, MULTA, ETC.)
10	1001201	ADICIONAIS DE IPTR (JUROS, MULTA, ETC.)
10	1001301	INCRA
10	1001401	SERVICO DE PATRIMONIO DA UNIAO (SPU)
10	1001501	PROPRIOS NACIONAIS RESIDENCIAIS (PNR)
10	1001601	CADASTRO AMBIENTAL RURAL (CAR)
10	1099901	AGREGADO
11	1100101	AZULEJO E PISO (CONSTRUCAO E REFORMA)
11	1100102	AZULEJO (CONSTRUCAO E REFORMA)
11	1100103	PISO (CONSTRUCAO E REFORMA)
11	1100104	LAJOTA (CONSTRUCAO E REFORMA)
11	1100105	PISO DE CERAMICA (CONSTRUCAO E REFORMA)
11	1100201	TIJOLO (CONSTRUCAO E REFORMA)
11	1100202	BLOCO DE CERAMICA (CONSTRUCAO E REFORMA)
11	1100301	TELHA (BARRO, AMIANTO, FIBRA, ALUMINIO, ETC.) (CONSTRUCAO E REFORMA)
11	1100302	TELHA DE BARRO (CONSTRUCAO E REFORMA)
11	1100303	TELHA DE AMIANTO (CONSTRUCAO E REFORMA)
11	1100304	TELHA DE FIBRA (CONSTRUCAO E REFORMA)
11	1100305	TELHA DE ALUMINIO (CONSTRUCAO E REFORMA)
11	1100401	CIMENTO (CONSTRUCAO E REFORMA)
11	1100402	CIMENTO BRANCO (CONSTRUCAO E REFORMA)
11	1100403	CIMENTCOLA OU CIMENTOCOLA (CONSTRUCAO E REFORMA)
11	1100501	AREIA, TERRA, BARRO, SAIBRO, CASCALHO, ETC. (CONSTRUCAO E REFORMA)
11	1100601	PEDRAS (BRITADA, MARROADA, PARALELEPIPEDO, ETC.) (CONSTRUCAO E REFORMA)
11	1100701	MASSA CORRIDA PARA PAREDE (CONSTRUCAO E REFORMA)
11	1100801	TINTA (CONSTRUCAO E REFORMA)
11	1100802	VERNIZ (CONSTRUCAO E REFORMA)
11	1100901	CAL (CONSTRUCAO E REFORMA)
11	1100902	CAL VIRGEM (CONSTRUCAO E REFORMA)
11	1101001	VIDRO (CONSTRUCAO E REFORMA)
11	1101101	MATERIAL HIDRAULICO (TORNEIRA, CANO, ETC) (CONSTRUCAO E REFORMA)
11	1101102	TORNEIRA (CONSTRUCAO E REFORMA)
11	1101103	CANO (CONSTRUCAO E REFORMA)
11	1101201	MATERIAL PARA INSTALACAO ELETRICA (CONSTRUCAO E REFORMA)
11	1101202	FIO PARA INSTALACAO ELETRICA (CONSTRUCAO E REFORMA)
11	1101203	TOMADA (CONSTRUCAO E REFORMA)
11	1101301	FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.) (CONSTRUCAO E REFORMA)
11	1101302	FECHADURA (CONSTRUCAO E REFORMA)
11	1101303	FERRO (CONSTRUCAO E REFORMA)
11	1101304	ARAME (CONSTRUCAO E REFORMA)
11	1101305	PREGO (CONSTRUCAO E REFORMA)
11	1101306	RALO DE ESGOTAMENTO DE AGUA (CONSTRUCAO E REFORMA)
11	1101307	TELA DE ARAME (CONSTRUCAO E REFORMA)
11	1101308	TRILHO METALICO (CONSTRUCAO E REFORMA)
11	1101309	ROLAMENTO PARA PORTA (CONSTRUCAO E REFORMA)
11	1101401	COLA (CONSTRUCAO E REFORMA)
11	1101402	COLA DE MADEIRA (CONSTRUCAO E REFORMA)
11	1101403	COLA SUPER BOND (CONSTRUCAO E REFORMA)
11	1101404	DUREPOX (CONSTRUCAO E REFORMA)
11	1101405	COLA DE SAPATEIRO (CONSTRUCAO E REFORMA)
11	1101406	EPOX (COLA) (CONSTRUCAO E REFORMA)
11	1101501	CAIXA DE DESCARGA (CONSTRUCAO E REFORMA)
11	1101601	MADEIRA, TACO, CAIBRO, RIPA, ETC. (CONSTRUCAO E REFORMA)
11	1101602	MADEIRA (CONSTRUCAO E REFORMA)
11	1101603	TACO (CONSTRUCAO E REFORMA)
11	1101604	CAIBRO (CONSTRUCAO E REFORMA)
11	1101605	RIPA (CONSTRUCAO E REFORMA)
11	1101606	SARRAFO (CONSTRUCAO E REFORMA)
11	1101701	APARELHOS SANITARIOS (PIA, VASO, BIDE, BANHEIRA, ETC.)
11	1101702	PIA
11	1101703	VASO SANITARIO
11	1101704	BIDE
11	1101705	BANHEIRA
11	1101801	PORTA
11	1101901	JANELA
11	1102001	MAO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, PINTOR, ETC.) (CONSTRUCAO E REFORMA)
11	1102002	PEDREIRO (CONSTRUCAO E REFORMA)
11	1102003	MARCENEIRO (CONSTRUCAO E REFORMA)
11	1102004	ELETRICISTA (CONSTRUCAO E REFORMA)
11	1102005	PINTOR (CONSTRUCAO E REFORMA)
11	1102006	VIDRACEIRO (CONSTRUCAO E REFORMA)
11	1102101	VITRIFICACAO (SINTECO, POLIURETANO, ETC.)
11	1102201	CARRETO DE MATERIAL DE CONSTRUCAO
11	1102202	FRETE DE MATERIAL DE CONSTRUCAO (CONSTRUCAO E REFORMA)
11	1102301	JAZIGO (CONSTRUCAO E REFORMA)
11	1102401	REFORMA OU OBRA POR EMPREITADA
11	1102402	CONSTRUCAO POR EMPREITADA
11	1102403	EMPREITADA  (CONSTRUCAO E REFORMA)
11	1102404	OBRA POR EMPREITADA (CONSTRUCAO E REFORMA)
11	1102405	TERRAPLANAGEM (EMPREITADA)  (CONSTRUCAO E REFORMA)
11	1102501	LATA VAZIA (USADA EM CONSTRUCAO)
11	1102502	BALDE PARA CONSTRUCAO
11	1102601	PINCEL (CONSTRUCAO E REFORMA)
11	1102701	ROLO DE PINTURA (CONSTRUCAO E REFORMA)
11	1102801	LIXA DE MADEIRA (CONSTRUCAO E REFORMA)
11	1102802	LIXA DE PAREDE
11	1102803	LIXA
11	1102901	ASFALTO (CONSTRUCAO E REFORMA)
11	1103001	BOIA DE CAIXA DE AGUA (CONSTRUCAO E REFORMA)
11	1103101	CAIXA DE CORREIO (CONSTRUCAO E REFORMA)
11	1103102	CAIXA DE CORRESPONDENCIA (CONSTRUCAO E REFORMA)
11	1103201	LAJE PRE-MOLDADA (CONSTRUCAO E REFORMA)
11	1103301	ATERRO (CONSTRUCAO E REFORMA)
11	1103401	PORTAO
11	1103402	PORTAO ELETRICO
11	1103501	BASCULANTE (CONSTRUCAO E REFORMA)
11	1103601	PEDRA MARMORE PARA PIA (CONTRUCAO E REFORMA)
11	1103602	MARMORE (PEDRA) PARA PIA (CONTRUCAO E REFORMA)
11	1103603	BALCAO DE MARMORE PARA PIA (CONTRUCAO E REFORMA)
11	1103604	BALCAO DE PIA (CONTRUCAO E REFORMA)
11	1103605	BALCAO DE COZINHA (CONTRUCAO E REFORMA)
11	1103606	GRANITO (PEDRA) PARA PIA (CONTRUCAO E REFORMA)
11	1103607	BALCAO DE GRANITO PARA PIA (CONTRUCAO E REFORMA)
11	1103608	GRANITO  (CONTRUCAO E REFORMA)
11	1103609	PIA PARA COZINHA EM AÇO
11	1103701	CAIXA DE AGUA DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
11	1103702	TAMPA DE CAIXA DE AGUA (CONSTRUCAO E REFORMA)
11	1103703	CAIXA DE AGUA (CONSTRUCAO E REFORMA)
11	1103801	GRADE DE FERRO (CONSTRUCAO E REFORMA)
11	1103901	BOX DE BANHEIRO DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
11	1104001	TANQUE DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
11	1104101	CAIXA DE LUZ (PADRAO) (CONSTRUCAO E REFORMA)
11	1104201	MANILHA (CONSTRUCAO E REFORMA)
11	1104301	PLACA, ANEL, VIGA, PALANQUE, ETC. DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
11	1104302	PLACA DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
11	1104303	ANEL DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
11	1104304	VIGA DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
11	1104305	PALANQUE DE CIMENTO OU CONCRETO (CONSTRUCAO E REFORMA)
11	1104401	CAIXA DE REGISTRO DE AGUA (CONSTRUCAO E REFORMA)
11	1104501	MATERIAL PLASTICO PARA COBERTURA (CONSTRUCAO E REFORMA)
11	1104502	TOLDO PLASTICO (CONSTRUCAO E REFORMA)
11	1104503	PLASTICO (MATERIAL PARA COBERTURA) (CONSTRUCAO E REFORMA)
11	1104504	TOLDO DE LONA (CONSTRUCAO E REFORMA)
11	1104505	LONA (CONSTRUCAO E REFORMA)
11	1104601	CALHA (CONSTRUCAO E REFORMA)
11	1104701	ESQUADRIA (CONSTRUCAO E REFORMA)
11	1104801	POSTE (CONSTRUCAO E REFORMA)
11	1104802	POSTE DE MADEIRA (CONSTRUCAO E REFORMA)
11	1104803	POSTE METALICO (CONSTRUCAO E REFORMA)
11	1104804	POSTE DE CIMENTO (CONSTRUCAO E REFORMA)
11	1104901	PAPEL DE PAREDE (CONSTRUCAO E REFORMA)
11	1105001	ESCADA CARACOL (CONSTRUCAO E REFORMA)
11	1105101	IMPERMEABILIZANTE (CONSTRUCAO E REFORMA)
11	1105102	MASSA DE VEDACAO DE TELHA (CONSTRUCAO E REFORMA)
11	1105201	PALHA PARA COBERTURA (CONSTRUCAO E REFORMA)
11	1105202	SAPE PARA COBERTURA (CONSTRUCAO E REFORMA)
11	1105301	MASSA DE FIXACAO E VEDACAO DE VIDRO (CONSTRUCAO E REFORMA)
11	1105401	CASA DE MADEIRA USADA (CONSTRUCAO E REFORMA)
11	1105501	CONCRETO USINADO (CONSTRUCAO E REFORMA)
11	1105601	CIPO DE AMARRAR (CONSTRUCAO E REFORMA)
11	1105701	FOSSA SEPTICA (CONSTRUCAO E REFORMA)
11	1105801	RUFO DE TELHADO (CONSTRUCAO E REFORMA)
11	1105802	RUFO PARA TELHADO (CONSTRUCAO E REFORMA)
11	1105901	OXIDO DE FERRO (PARA PISO DE CERAMICA) (CONSTRUCAO E REFORMA)
11	1106001	ESTACA PARA CERCA (QUALQUER MATERIAL) (CONSTRUCAO E REFORMA)
11	1106101	MASSA PARA REJUNTE (CONSTRUCAO E REFORMA)
11	1106201	CHAPA METALICA (CONSTRUCAO E REFORMA)
11	1106301	FORRO PARA COBERTURA (CONSTRUCAO E REFORMA)
11	1106302	FORRO DE MADEIRA (CONSTRUCAO E REFORMA)
11	1106303	FORRO DE GESSO (CONSTRUCAO E REFORMA)
11	1106304	FORRO DE PVC (CONSTRUCAO E REFORMA)
11	1106401	MOTOR ELETRICO PARA PORTAO (CONSTRUCAO E REFORMA)
11	1106501	MADEIRA E TACO DE MADEIRA CERTIFICADA (SELO FSC)  (CONSTRUCAO E REFORMA)
11	1106502	MADEIRA COM CERTIFICADO (SELO FSC) (CONSTRUCAO E REFORMA)
11	1106503	CAIBRO DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
11	1106504	RIPA DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
11	1106505	SARRAFO DE MADEIRA CERTIFICADA (SELO FSC) (CONSTRUCAO E REFORMA)
11	1106601	COMBOGO (CERAMICA VAZADA) (CONSTRUCAO E REFORMA)
11	1106701	LAREIRA (CONSTRUCAO E REFORMA)
11	1106801	ALUGUEL DE MAQUINAS (CONSTRUCAO E REFORMA)
11	1106901	ALUGUEL DE LIXADEIRA ELETRICA  (CONSTRUCAO E REFORMA)
11	1107001	ARGAMASSA (CONSTRUCAO E REFORMA)
11	1107002	REJUNTE (CONSTRUCAO E REFORMA)
11	1107101	BLOCO DE CIMENTO
11	1107201	SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
11	1107301	GESSO
11	1107401	ALUGUEL DE CACAMBA PARA RETIRAR ENTULHOS (CONSTRUCAO E REFORMA)
11	1107402	RETIRADA DE ENTULHO (CONSTRUCAO E REFORMA)
11	1107501	LICENCA PARA OBRA, PLANTA E DESEMBARACO DE DOCUMENTACAO (CONSTRUCAO E REFORMA)
11	1107601	INSS DE OBRA  (CONSTRUCAO E REFORMA)
11	1107602	INPS DE OBRA  (CONSTRUCAO E REFORMA)
11	1107701	CUBA PARA PIA (QUALQUER MATERIAL) (CONSTRUCAO E REFORMA)
11	1107702	PIA (CUBA) DE QUALQUER MATERIAL (CONSTRUCAO E REFORMA)
11	1107801	LAPIDE
11	1107901	AQUISICAO DE SEPULTURA
11	1107902	AQUISICAO DE TERRENO PARA SEPULTURA
11	1108001	CARPETE (CONSTRUCAO E REFORMA)
11	1108201	CAIXA DE GORDURA
11	1108301	CORRIMAO
11	1108401	BANDEJA DE PINTURA
11	1108501	CHAMINE
11	1108601	CAIXA PARA AR CONDICIONADO (CONSTRUCAO E REFORMA)
11	1108701	CLAROFILITO
11	1108801	TEXTURA DE PARADE (CONSTRUCAO E REFORMA)
11	1108901	PORTAL (CONSTRUCAO E REFORMA)
11	1109001	RODAPE (CONSTRUCAO E REFORMA)
11	1109101	REMOVEDOR DE TINTA (CONSTRUCAO E REFORMA)
11	1109201	SELANTE DE SILICONE OU POLIURETANO (CONSTRUCAO E REFORMA)
11	1109301	SELADOR DE PAREDE (CONSTRUCAO E REFORMA)
11	1109401	SELADOR DE MADEIRA (CONSTRUCAO E REFORMA)
11	1109501	TELA DE PROTECAO PARA JANELAS E VARANDAS (CONSTRUCAO E REFORMA)
11	1109502	TELA MOSQUITEIRA (CONSTRUCAO E REFORMA)
11	1109601	TAXA DE ALVARÁ (CONSTRUCAO E REFORMA)
11	1109701	CANALETA DE CONCRETO
11	1109801	MANTA TERMICA E MANTA IMPERMEABILIZANTE  (CONSTRUCAO E REFORMA)
11	1109901	PERFIL METALICO (CONSTRUCAO E REFORMA)
11	1110001	REVESTIMENTO PARA PAREDE DE QUALQUER MATERIAL (REFORMA E CONSTRUCAO)
11	1110101	CERCA (CONSTRUCAO E REFORMA)
11	1110201	EQUIPAMENTOS DE SEGURANCA PARA OBRAS
11	1110301	ALUGUEL DE ANDAIME
11	1110401	ESPACADORES PARA BLOCOS DE VIDRO
11	1199901	AGREGADO
12	1200101	AQUISICAO DO IMOVEL A VISTA (VALOR PAGO, IMPOSTO DE TRANSMISSAO, ETC.)
12	1200201	AQUISICAO DO IMOVEL A PRAZO (ENTRADA, PARCELAS, TAXAS, IMPOSTOS, ETC.)
12	1200301	LOCACAO DO IMOVEL (CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO, SEGURO FIANCA, ETC.)
12	1200401	MUDANCA
12	1200501	SEGURO DE IMOVEL (INCENDIO, ROUBO, ETC.)
12	1200601	TAXA DE COLETA DE LIXO
12	1200602	TAXA DE LIXO
12	1200701	TAXA DE ILUMINACAO PUBLICA
12	1200801	TAXA DE RELIGACAO DE LUZ
12	1200901	TAXA DE INSTALACAO DE INTERNET
12	1201001	TAXA DE INSTALACAO OU RELIGACAO DE HIDROMETRO (RELOGIO DE AGUA)
12	1201101	TAXA EXTRA DE CONDOMINIO (REFORMA E MANUTENCAO)
12	1201201	SEGURO CONTRA DANOS DE ELETRODOMESTICOS DA COMPANHIA ELETRICA
12	1201301	CERTIFICADO DE CADASTRO DE IMOVEL RURAL - CCIR
12	1201401	MULTA DE VIOLACAO DE AGUA E ENERGIA ELETRICA
12	1201501	TAXA DE PREVENCAO E EXTINCAO DE INCENDIO
12	1201601	TAXA DE ADESAO DE TV POR ASSINATURA
12	1201701	TAXA DE INSTALACAO DE ESGOTO
12	1201801	TAXA DE INSTALACAO DE INTERFONE
12	1201901	TAXA DE SEGURANCA
12	1202001	TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA
12	1202101	TAXA DE INSTALACAO DE TELEFONE
12	1202201	TAXA DE INSTALACAO DE TV POR ASSINATURA
12	1202301	TAXA DE ASFALTAMENTO
12	1202401	TAXA DE LIGACAO DE LUZ
12	1202501	TAXA DE OCUPACAO DO IMOVEL
12	1202601	TAXA DE TRANSFERENCIA DE TELEFONE
12	1202701	TAXA DE TRATAMENTO DE ESGOTO
12	1202801	TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA
12	1202901	TAXA DE CONSERVACAO URBANA
12	1203001	VIGILANCIA ELETRONICA
12	1203101	TAXA DE ASSOCIACAO DOS MORADORES
12	1203201	JUROS E MULTA DE ENERGIA ELETRICA
12	1203301	JUROS E MULTA DE CONTA DE AGUA
12	1203401	TAXA DE INSTALACAO DE GAS
12	1203501	TAXA DE AFORAMENTO
12	1203601	ARRENDAMENTO
12	1299901	AGREGADO
13	1300101	COMPRA DE ANIMAL DOMESTICO
13	1300102	CERTIFICADO DE RACA DE ANIMAL DOMESTICO
13	1300201	TRATAMENTO DE SAUDE DE ANIMAL DOMESTICO (VETERINARIO, VACINA, MEDICAMENTO, ETC.)
13	1300202	VETERINARIO
13	1300203	VACINA PARA ANIMAL DOMESTICO
13	1300204	MEDICAMENTO PARA ANIMAL DOMESTICO
13	1300205	INJECAO PARA ANIMAL DOMESTICO
13	1300206	FORTIFICANTE PARA ANIMAL DOMESTICO
13	1300207	REMEDIO PARA ANIMAL DOMESTICO
13	1300208	PLANO DE SAUDE PARA ANIMAL DOMESTICO
13	1300301	SERVICO DE HIGIENE DE ANIMAL DOMESTICO (BANHO, TOSA, ETC.)
13	1300302	BANHO DE ANIMAL DOMESTICO
13	1300303	TOSA DE PELOS DE ANIMAL DOMESTICO
13	1300401	TRANSPORTE DE ANIMAL DOMESTICO
13	1300501	ADESTRAMENTO DE ANIMAL DOMESTICO
13	1300601	TOSADEIRA DE ANIMAL DOMESTICO
13	1300701	UTENSILIOS PARA ANIMAL DOMESTICO (COLEIRA, GAIOLA, ETC.)
13	1300702	COLEIRA PARA ANIMAL DOMESTICO
13	1300703	GAIOLA PARA ANIMAL DOMESTICO
13	1300704	CORRENTE PARA ANIMAL DOMESTICO
13	1300705	ENFORCADOR PARA ANIMAL DOMESTICO
13	1300706	FOCINHEIRA PARA ANIMAL DOMESTICO
13	1300707	CASA PARA ANIMAL DOMESTICO
13	1300708	AGASALHO PARA ANIMAL DOMESTICO
13	1300801	SERVIÇO DE HOSPEDAGEM PARA ANIMAL DOMESTICO
13	1300901	FUNERAL DE ANIMAL DOMESTICO
13	1399901	AGREGADO
14	1400101	FOGAO
14	1400201	FREEZER
14	1400301	GELADEIRA DE 1 PORTA
14	1400401	GELADEIRA DE 2 PORTAS
14	1400501	CHUVEIRO ELETRICO
14	1400601	FILTRO DE AGUA
14	1400701	PURIFICADOR DE AGUA
14	1400801	MAQUINA DE LAVAR LOUCAS
14	1400901	FORNO DE MICRO-ONDAS
14	1401001	FORNO ELETRICO
14	1401101	FERRO ELETRICO
14	1401201	MAQUINA DE LAVAR ROUPAS
14	1401301	TELEVISAO EM CORES (TUBO)
14	1401401	TELEVISAO DE LED, PLASMA OU LCD
14	1401501	EQUIPAMENTO DE SOM
14	1401601	RADIO PORTATIL
14	1401701	APARELHO DE DVD OU BLU RAY
14	1401801	ANTENA PARABOLICA
14	1401901	MICROCOMPUTADOR OU NOTEBOOK
14	1402001	TABLET
14	1402101	AR-CONDICIONADO
14	1402201	VENTILADOR OU CIRCULADOR DE AR
14	1402301	CAMA DE CASAL
14	1402401	CAMA DE SOLTEIRO
14	1402501	ARMARIO PARA ROUPAS
14	1402601	ARMARIO DE COPA/COZINHA
14	1402701	MESA E/OU CADEIRAS DE COPA/COZINHA
14	1402801	SOFA OU SOFA-CAMA
14	1402901	POLTRONAS E/OU CADEIRAS (PARA SALA)
14	1403001	AUTOMOVEL
14	1403101	MOTOCICLETA
14	1403201	BICICLETA
15	1500101	TELEVISAO EM CORES (TUBO)
15	1500201	TELEVISAO DE LED, PLASMA OU LCD
15	1500301	TELEVISAO EM PRETO E BRANCO
15	1500401	APARELHO DE DVD OU BLU RAY
15	1500501	EQUIPAMENTO DE SOM
15	1500502	APARELHO DE SOM
15	1500503	CONJUNTO DE SOM ACOPLADO
15	1500504	TOCA-DISCOS A LASER
15	1500505	AMPLIFICADOR
15	1500601	RADIO PORTATIL
15	1500602	RADIO DE MESA
15	1500603	RADIO GRAVADOR E TOCA-FITAS
15	1500604	RADIO TOCA-FITAS
15	1500605	RADIO RELOGIO
15	1500606	TELEFONE-RADIO-RELOGIO
15	1500701	MICROCOMPUTADOR
15	1500702	COMPUTADOR
15	1500801	NOTEBOOK
15	1500802	LAPTOP
15	1500901	TABLET
15	1501001	IMPRESSORA
15	1501101	ACESSORIOS DE MICROCOMPUTADOR (MONITOR, TECLADO, MOUSE, LEITOR OU GRAVADOR DE DVD, PROCESSADOR, ETC.)
15	1501102	MONITOR PARA COMPUTADOR
15	1501103	TECLADO PARA COMPUTADOR
15	1501104	MOUSE
15	1501105	LEITOR OU GRAVADOR DE DVD
15	1501106	LEITOR OU GRAVADOR DE BLU RAY
15	1501107	PROCESSADOR
15	1501108	PLACA-MAE (MOTHER BOARD)
15	1501109	DISCO RIGIDO (HARD DISC)
15	1501110	FONTE PARA MICROCOMPUTADOR
15	1501111	CAIXAS DE SOM PARA COMPUTADOR
15	1501112	ESCANER
15	1501113	ANTENA DE INTERNET VIA RADIO
15	1501114	ROTEADOR
15	1501115	MODEM
15	1501201	VENTILADOR
15	1501301	AR-CONDICIONADO
15	1501401	CIRCULADOR DE AR
15	1501501	CHUVEIRO ELETRICO
15	1501502	DUCHA ELETRICA
15	1501601	TORNEIRA ELETRICA
15	1501701	GELADEIRA
15	1501702	FRIGOBAR
15	1501801	FREEZER
15	1501901	MAQUINA DE LAVAR ROUPAS
15	1502001	TANQUE DE ROUPA ELETRICO
15	1502002	TANQUINHO ELETRICO
15	1502101	FOGAO ELETRICO
15	1502201	FORNO DE MICRO-ONDAS
15	1502301	FORNO ELETRICO
15	1502401	LIQUIDIFICADOR
15	1502501	BATEDEIRA DE BOLO
15	1502601	FERRO ELETRICO
15	1502602	PASSADEIRA A VAPOR
15	1502701	MAQUINA DE COSTURA ELETRICA
15	1502801	ASPIRADOR DE PO
15	1502901	SECADOR E MODELADOR DE CABELO
15	1502902	SECADOR DE CABELO
15	1502903	MODELADOR DE CABELO
15	1502904	PRANCHA ALISADORA DE CABELO
15	1503001	ANTENA PARABOLICA E EQUIPAMENTOS
15	1503002	RECEPTOR DE ANTENA PARABOLICA
15	1503101	APARELHO TELEFONICO NAO CELULAR
15	1503102	APARELHO DE TELEFONE RESIDENCIAL
15	1503201	VIDEOCASSETE
15	1503301	PALMTOP, PDA, POCKET PC, ETC
15	1503401	MAQUINA DE SECAR ROUPAS
15	1503402	CENTRIFUGA (SECADORA DE ROUPAS)
15	1503501	MAQUINA DE LAVAR PRATOS
15	1503601	AQUECEDOR DE AR
15	1503701	CLIMATIZADOR
15	1503801	EXAUSTOR
15	1503802	DEPURADOR DE AR
15	1503901	PURIFICADOR DE AR
15	1504001	CAIXA DE SOM
15	1504101	ALTO-FALANTE
15	1504201	BOMBA DE AGUA
15	1504202	MOTOR DE BOMBA DE AGUA
15	1504301	CAFETEIRA ELETRICA
15	1504401	ESPREMEDOR DE FRUTAS ELETRICO
15	1504501	AFIADOR ELETRICO
15	1504601	ABRIDOR ELETRICO
15	1504701	FACA ELETRICA
15	1504801	GRILL
15	1504901	PURIFICADOR E OZONIZADOR DE AGUA
15	1505001	TORRADEIRA ELETRICA
15	1505101	ENCERADEIRA
15	1505201	BARBEADOR ELETRICO
15	1505301	DEPILADOR ELETRICO
15	1505401	REGULADOR DE VOLTAGEM
15	1505501	APARELHO RECEPTOR DE TV A CABO
15	1505601	CORTADOR DE GRAMA ELETRICO
15	1505701	MAQUINA DE CORTAR CABELO ELETRICA
15	1505801	CENTRIFUGA DE ALIMENTOS
15	1505901	PANELA ELETRICA
15	1506001	JARRA ELETRICA
15	1506101	PROCESSADOR DE ALIMENTOS ELETRICO
15	1506102	PREPARADOR DE ALIMENTOS ELETRICO
15	1506103	MULTIPROCESSADOR DE ALIMENTOS ELETRICO
15	1506104	MULTIPREPARADOR DE ALIMENTOS ELETRICO
15	1506201	APARELHO DE FAX
15	1506301	ESTERILIZADOR
15	1506401	GERADOR DE ENERGIA
15	1506501	SECRETARIA ELETRONICA
15	1506601	TRITURADOR ELETRICO
15	1506701	CONTROLE REMOTO DE TV, SOM, VIDEOCASSETE, ETC.
15	1506801	APARELHO DE SOLDA
15	1506802	ELETRODO DE SOLDA
15	1506901	LAVADORA DE ALTA PRESSAO
15	1507001	MASSAGEADOR ELETRICO
15	1507101	MAQUINA DE FAZER PAO
15	1507201	SANDUICHEIRA ELETRICA
15	1507301	VAPORIZADOR ELETRICO
15	1507302	NEBULIZADOR ELETRICO
15	1507401	FRITADEIRA ELETRICA
15	1507402	PANQUEQUEIRA
15	1507501	PAINEL DE ENERGIA SOLAR
15	1507502	AQUECEDOR SOLAR
15	1507601	BEBEDOURO
15	1507602	GELAGUA
15	1507603	SUPORTE ELETRICO PARA GARRAFAO DE AGUA
15	1507701	MICROFONE
15	1507801	ANTENA DE TELEVISAO NAO-PARABOLICA
15	1507901	HOME THEATER
15	1508001	IOGURTEIRA
15	1508101	FILTRO ELETRICO
15	1508201	ESTUFA ELETRICA
15	1508301	FATIADOR DE ALIMENTOS
15	1508401	AQUECEDOR DE AGUA ELETRICO
15	1508402	MERGULHAO
15	1508501	MAQUINA DE CORTAR PISO ELETRICA
15	1508601	FURADEIRA, LIXADEIRA, ESMERIL, SERRADEIRA ELETRICA, ETC
15	1508602	SERRADEIRA ELETRICA
15	1508603	ESMERIL ELETRICO
15	1508604	FURADEIRA ELETRICA
15	1508605	SERRA MARMORE
15	1508606	PLAINA ELETRICA
15	1508607	PARAFUSEIRA A BATERIA
15	1508608	LIXADEIRA ELETRICA
15	1508701	FONTE DE ALIMENTACAO DE APARELHO ELETRONICO
15	1508702	ELIMINADOR DE PILHAS
15	1508703	CARREGADOR DE PILHAS E BATERIAS
15	1508704	PISTOLA ELETRICA PARA COLA
15	1508801	MOEDOR DE CAFE ELETRICO
15	1508901	CALCULADORA ELETRONICA
15	1508902	AGENDA ELETRONICA
15	1509001	MAQUINA DE ESCREVER ELETRICA
15	1509101	CHURRASQUEIRA ELETRICA
15	1509201	MOTOSSERRA
15	1509301	LINHA TELEFONICA RESIDENCIAL
15	1509401	LANTERNA DE PILHA
15	1509501	INTERFONE
15	1509601	IDENTIFICADOR DE CHAMADAS (BINA)
15	1509701	APARELHO TELEFONICO COM BINA
15	1509801	APARELHO E LINHA TELEFONICA
15	1509901	COMPRESSOR DE AR
15	1510001	CONVERSOR DIGITAL PARA TELEVISAO
15	1510101	CERCA ELETRICA
15	1510201	CAMERA DE SEGURANCA
15	1510301	APARELHO DE FAZER PIPOCA ELETRICO
15	1510401	ALMOFADA TERMICA VIBRATORIA
15	1510501	UMIDIFICADOR DE AR
15	1510502	DESUMIDIFICADOR
15	1510601	ADEGA CLIMATIZADA
15	1510701	ADPTADOR PARA SMART TV
15	1510702	CHROMECAST
15	1510801	BATEDEIRA DE ACAI
15	1510901	MAQUINA DE MOER CARNE
15	1511001	MANGUEIRA (LAVADORA DE ALTA PRESSAO)
15	1511101	ALARME
15	1511201	MAQUINA DE WAFFLE
15	1511301	PROJETOR DE IMAGENS
15	1511401	SELADORA DE EMBALAGEM
15	1511501	MAQUINA DE LAMINACAO
15	1511601	MAQUINA DE FAZER ADESIVOS
15	1511701	MAQUINA DE SORVETE (SORVETERIA)
15	1511801	MAQUINA PARA FAZER CERVEJA
15	1511901	BABA ELETRONICA
15	1512001	CILINDRO DE MASSAS ELETRICO
15	1512101	CHALEIRA ELETRICA
15	1512201	CHAPA ELETRICA
15	1512301	COOLER ELETRICO
15	1512401	MIXER
15	1599901	AGREGADO
